t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,T,wx_cmd,wy_cmd,wz_cmd,solve_ms,t_progress,px_ref,py_ref,pz_ref,qw_ref,qx_ref,qy_ref,qz_ref
48.87,7.42137,0.424111,0.866016,0.689056,-1.87482,-0.885844,0.783371,0.100782,-0.0656223,-0.609808,-0.1411,-0.350367,-1.11301,14.5919,-0.116602,-0.351207,-1.10643,0.213863,48.87,7.42458,0.426057,0.849779,0.782603,0.100986,-0.0654328,-0.610781
48.88,7.4281,0.40531,0.857342,0.657718,-1.88538,-0.848965,0.779921,0.0995378,-0.0660147,-0.614375,-0.134156,-0.350605,-1.11114,14.6388,-0.109844,-0.351328,-1.10492,0.218669,48.88,7.43134,0.407201,0.840997,0.779186,0.0997455,-0.0658325,-0.615294
48.89,7.43452,0.386405,0.849039,0.62634,-1.89546,-0.8116,0.776447,0.0983162,-0.0664277,-0.618912,-0.127265,-0.35081,-1.10938,14.6837,-0.103135,-0.351426,-1.1035,0.241615,48.89,7.43779,0.388241,0.832594,0.775744,0.0985258,-0.0662524,-0.619778
48.9,7.44063,0.367402,0.841112,0.594924,-1.90506,-0.773768,0.772947,0.0971168,-0.0668613,-0.623418,-0.120426,-0.350984,-1.10772,14.7265,-0.0964726,-0.351505,-1.10218,0.242236,48.9,7.44392,0.369181,0.824575,0.772277,0.0973267,-0.0666927,-0.624234
48.91,7.44642,0.348306,0.833566,0.563472,-1.91416,-0.735492,0.769423,0.0959393,-0.0673153,-0.627895,-0.113637,-0.351132,-1.10615,14.7671,-0.0898545,-0.351567,-1.10094,0.241277,48.91,7.44974,0.350027,0.816945,0.768786,0.0961482,-0.067153,-0.628661
48.92,7.45189,0.32912,0.826404,0.531985,-1.92278,-0.696794,0.765875,0.0947836,-0.0677894,-0.632342,-0.106896,-0.351255,-1.10467,14.8056,-0.0832785,-0.351613,-1.0998,0.24722,48.92,7.45524,0.330783,0.809709,0.765269,0.0949901,-0.0676333,-0.63306
48.93,7.45706,0.309852,0.819632,0.500465,-1.93091,-0.657696,0.762301,0.0936497,-0.0682836,-0.63676,-0.100202,-0.351357,-1.10329,14.842,-0.0767423,-0.351646,-1.09874,0.219502,48.93,7.46042,0.311454,0.80287,0.761728,0.0938525,-0.0681335,-0.637432
48.94,7.4619,0.290504,0.813252,0.468913,-1.93854,-0.618222,0.758703,0.0925372,-0.0687977,-0.64115,-0.0935526,-0.351439,-1.102,14.8762,-0.0702435,-0.351668,-1.09776,0.217443,48.94,7.46528,0.292046,0.796433,0.758163,0.0927351,-0.0686535,-0.641776
48.95,7.46643,0.271082,0.807269,0.437333,-1.94568,-0.578393,0.755081,0.0914461,-0.0693316,-0.645511,-0.0869459,-0.351504,-1.1008,14.9082,-0.0637794,-0.35168,-1.09688,0.212482,48.95,7.46983,0.272563,0.790401,0.754572,0.091638,-0.0691933,-0.646093
48.96,7.47065,0.251592,0.801686,0.405724,-1.95233,-0.538234,0.751433,0.0903762,-0.0698851,-0.649843,-0.0803797,-0.351554,-1.09969,14.9379,-0.0573475,-0.351684,-1.09607,0.212593,48.96,7.47406,0.25301,0.784778,0.750957,0.0905611,-0.0697526,-0.650383
48.97,7.47455,0.232037,0.796506,0.37409,-1.95847,-0.497766,0.747761,0.0893273,-0.0704582,-0.654148,-0.0738515,-0.351591,-1.09866,14.9654,-0.0509449,-0.351682,-1.09535,0.216024,48.97,7.47797,0.233393,0.779567,0.747316,0.0895043,-0.0703316,-0.654645
48.98,7.47813,0.212424,0.791732,0.342431,-1.96412,-0.457013,0.744065,0.0882994,-0.0710509,-0.658424,-0.067359,-0.351617,-1.09772,14.9907,-0.0445688,-0.351675,-1.09471,0.213725,48.98,7.48156,0.213715,0.774771,0.743651,0.0884674,-0.07093,-0.658882
48.99,7.4814,0.192757,0.787367,0.31075,-1.96927,-0.416,0.740343,0.0872922,-0.0716629,-0.662674,-0.0608994,-0.351633,-1.09687,15.0137,-0.0382165,-0.351664,-1.09415,0.214755,48.99,7.48483,0.193983,0.770392,0.739962,0.0874506,-0.0715479,-0.663091
49,7.48435,0.17304,0.783413,0.279049,-1.97391,-0.374748,0.736597,0.0863057,-0.0722943,-0.666895,-0.0544703,-0.351642,-1.0961,15.0344,-0.031885,-0.351649,-1.09368,0.231874,49,7.48779,0.174202,0.766434,0.736247,0.0864536,-0.0721852,-0.667274
49.01,7.48698,0.15328,0.779873,0.247328,-1.97806,-0.333283,0.732826,0.0853396,-0.072945,-0.67109,-0.0480688,-0.351644,-1.09541,15.0528,-0.0255714,-0.351633,-1.09328,0.213726,49.01,7.49042,0.154375,0.762898,0.732508,0.0854764,-0.072842,-0.671431
49.02,7.48929,0.133481,0.776749,0.215591,-1.9817,-0.291628,0.72903,0.0843939,-0.073615,-0.675258,-0.0416922,-0.351641,-1.09481,15.0689,-0.0192727,-0.351615,-1.09296,0.213784,49.02,7.49274,0.134509,0.759787,0.728744,0.0845189,-0.073518,-0.675562
49.03,7.49129,0.113648,0.774041,0.18384,-1.98484,-0.249807,0.72521,0.0834684,-0.0743043,-0.679399,-0.0353377,-0.351633,-1.09428,15.0826,-0.0129859,-0.351596,-1.09272,0.223479,49.03,7.49473,0.114609,0.757102,0.724955,0.0835812,-0.0742135,-0.679667
49.04,7.49297,0.0937857,0.771753,0.152074,-1.98747,-0.207844,0.721364,0.082563,-0.0750128,-0.683513,-0.0290024,-0.351623,-1.09384,15.0941,-0.00670813,-0.351576,-1.09257,0.24041,49.04,7.49641,0.0946797,0.754845,0.721141,0.0826631,-0.0749282,-0.683746
49.05,7.49433,0.0739,0.769885,0.120298,-1.9896,-0.165763,0.717493,0.0816775,-0.0757406,-0.687601,-0.0226834,-0.351609,-1.09348,15.1032,-0.000436388,-0.351555,-1.09249,0.240634,49.05,7.49776,0.0747258,0.753017,0.717302,0.0817645,-0.0756623,-0.6878
49.06,7.49538,0.0539954,0.768438,0.0885126,-1.99122,-0.123589,0.713597,0.080812,-0.0764877,-0.691663,-0.0163778,-0.351594,-1.0932,15.11,0.00583227,-0.351535,-1.09249,0.239916,49.06,7.4988,0.0547529,0.751619,0.713438,0.0808855,-0.0764157,-0.691827
49.07,7.4961,0.0340772,0.767414,0.0567195,-1.99234,-0.081345,0.709676,0.0799662,-0.0772541,-0.695699,-0.0100826,-0.351577,-1.093,15.1144,0.0121008,-0.351513,-1.09256,0.239799,49.07,7.49952,0.0347659,0.750653,0.709548,0.0800259,-0.0771884,-0.69583
49.08,7.49651,0.0141503,0.766812,0.0249209,-1.99295,-0.0390561,0.70573,0.0791401,-0.0780398,-0.699709,-0.00379507,-0.351559,-1.09287,15.1165,0.018372,-0.351491,-1.09272,0.215464,49.08,7.49991,0.0147701,0.750118,0.705634,0.0791858,-0.0779805,-0.699806
49.09,7.4966,-0.00578022,0.766633,-0.00688143,-1.99306,0.00325348,0.701758,0.0783336,-0.078845,-0.703693,0.00248788,-0.35154,-1.09283,15.1162,0.0246487,-0.351468,-1.09296,0.213205,49.09,7.49999,-0.00522956,0.750015,0.701695,0.0783651,-0.0787919,-0.703758
49.1,7.49637,-0.0257092,0.766877,-0.0386855,-1.99266,0.0455596,0.69776,0.0775467,-0.0796695,-0.707651,0.00876907,-0.351519,-1.09287,15.1136,0.0309339,-0.351442,-1.09328,0.213282,49.1,7.49975,-0.0252279,0.750344,0.69773,0.0775638,-0.0796227,-0.707684
49.11,7.49583,-0.0456317,0.767544,-0.0704894,-1.99175,0.0878378,0.693737,0.0767792,-0.0805135,-0.711584,0.0150514,-0.351498,-1.09298,15.1086,0.03723,-0.351415,-1.09368,0.213825,49.11,7.49918,-0.0452197,0.751104,0.69374,0.0767819,-0.080473,-0.711585
49.12,7.49496,-0.0655426,0.768633,-0.102291,-1.99034,0.130064,0.689688,0.0760311,-0.0813772,-0.715491,0.0213376,-0.351474,-1.09318,15.1013,0.04354,-0.351384,-1.09416,0.215257,49.12,7.4983,-0.0652,0.752296,0.689724,0.0760193,-0.0813427,-0.715461
49.13,7.49378,-0.0854368,0.770145,-0.134089,-1.98842,0.172214,0.685613,0.0753024,-0.0822604,-0.719373,0.0276306,-0.351448,-1.09346,15.0917,0.0498662,-0.351348,-1.09472,0.212742,49.13,7.49709,-0.0851636,0.753919,0.685683,0.075276,-0.082232,-0.719312
49.14,7.49228,-0.105309,0.772077,-0.165881,-1.986,0.214263,0.681511,0.074593,-0.0831634,-0.72323,0.0339329,-0.35142,-1.09381,15.0797,0.0562113,-0.351307,-1.09536,0.21167,49.14,7.49557,-0.105105,0.755972,0.681616,0.074552,-0.0831408,-0.723138
49.15,7.49046,-0.125155,0.774429,-0.197665,-1.98307,0.256187,0.677384,0.073903,-0.0840862,-0.727062,0.0402474,-0.351388,-1.09425,15.0654,0.0625776,-0.351258,-1.09609,0.211785,49.15,7.49373,-0.12502,0.758453,0.677524,0.0738474,-0.0840691,-0.726939
49.16,7.48833,-0.144969,0.7772,-0.22944,-1.97964,0.297963,0.67323,0.0732322,-0.0850289,-0.730868,0.0465766,-0.351351,-1.09477,15.0488,0.0689674,-0.351201,-1.0969,0.212086,49.16,7.49157,-0.144903,0.761361,0.673405,0.0731621,-0.0850172,-0.730715
49.17,7.48587,-0.164746,0.780388,-0.261203,-1.97571,0.339565,0.669049,0.0725807,-0.0859916,-0.73465,0.052923,-0.351309,-1.09537,15.0299,0.0753831,-0.351135,-1.0978,0.214653,49.17,7.48908,-0.164749,0.764694,0.669261,0.0724961,-0.0859849,-0.734467
49.18,7.4831,-0.184482,0.78399,-0.292952,-1.97127,0.380971,0.664842,0.0719486,-0.0869744,-0.738406,0.059289,-0.351259,-1.09606,15.0087,0.0818266,-0.351056,-1.09878,0.21268,49.18,7.48628,-0.184552,0.768451,0.66509,0.0718495,-0.0869725,-0.738193
49.19,7.48002,-0.20417,0.788006,-0.324686,-1.96633,0.422156,0.660607,0.0713358,-0.0879774,-0.742138,0.065677,-0.351202,-1.09683,14.9852,0.0883,-0.350963,-1.09985,0.213218,49.19,7.48316,-0.204309,0.77263,0.660893,0.0712224,-0.0879799,-0.741894
49.2,7.47661,-0.223807,0.792432,-0.356403,-1.96089,0.463098,0.656346,0.0707423,-0.0890008,-0.745845,0.0720892,-0.351134,-1.09769,14.9595,0.0948052,-0.350855,-1.10102,0.212443,49.2,7.47972,-0.224013,0.777227,0.65667,0.0706146,-0.0890072,-0.745571
49.21,7.47289,-0.243386,0.797267,-0.388101,-1.95495,0.503771,0.652056,0.0701682,-0.0900446,-0.749527,0.0785277,-0.351055,-1.09863,14.9315,0.101344,-0.350729,-1.10227,0.217933,49.21,7.47596,-0.24366,0.782241,0.65242,0.0700264,-0.0900544,-0.749223
49.22,7.46885,-0.262904,0.802506,-0.419777,-1.94851,0.544153,0.647739,0.0696136,-0.0911089,-0.753184,0.0849947,-0.350963,-1.09966,14.9013,0.107918,-0.350582,-1.10362,0.215199,49.22,7.47189,-0.263244,0.787668,0.648143,0.0694577,-0.0911218,-0.75285
49.23,7.46449,-0.282355,0.808148,-0.45143,-1.94158,0.584221,0.643395,0.0690785,-0.092194,-0.756817,0.0914919,-0.350855,-1.10078,14.8689,0.114528,-0.350413,-1.10506,0.213598,49.23,7.46749,-0.282761,0.793505,0.643839,0.0689086,-0.0922092,-0.756453
49.24,7.45982,-0.301734,0.814189,-0.483059,-1.93415,0.623952,0.639021,0.0685631,-0.0932997,-0.760425,0.0980212,-0.35073,-1.102,14.8342,0.121177,-0.350219,-1.1066,0.214362,49.24,7.46278,-0.302205,0.799749,0.639508,0.0683791,-0.0933169,-0.76003
49.25,7.45483,-0.321036,0.820625,-0.514661,-1.92623,0.663323,0.63462,0.0680673,-0.0944264,-0.764008,0.104584,-0.350585,-1.1033,14.7974,0.127864,-0.349996,-1.10824,0.213446,49.25,7.45775,-0.321573,0.806397,0.635149,0.0678695,-0.0944449,-0.763583
49.26,7.44953,-0.340257,0.827454,-0.546234,-1.91781,0.70231,0.630189,0.0675914,-0.0955741,-0.767567,0.111183,-0.350418,-1.1047,14.7585,0.134592,-0.349743,-1.10998,0.21446,49.26,7.4524,-0.340857,0.813444,0.630763,0.0673796,-0.0955932,-0.767111
49.27,7.44391,-0.359391,0.83467,-0.577777,-1.90891,0.740893,0.62573,0.0671355,-0.0967428,-0.771101,0.117818,-0.350227,-1.1062,14.7174,0.14136,-0.349456,-1.11182,0.214173,49.27,7.44674,-0.360055,0.820886,0.626349,0.0669098,-0.0967619,-0.770615
49.28,7.43797,-0.378433,0.842269,-0.609287,-1.89952,0.779048,0.621241,0.0666996,-0.0979328,-0.77461,0.12449,-0.350008,-1.10779,14.6743,0.148171,-0.349132,-1.11376,0.213252,49.28,7.44076,-0.37916,0.82872,0.621907,0.0664599,-0.0979512,-0.774093
49.29,7.43172,-0.39738,0.850249,-0.640763,-1.88964,0.816753,0.616722,0.0662839,-0.0991441,-0.778094,0.131202,-0.34976,-1.10948,14.6291,0.155023,-0.348769,-1.11582,0.213206,49.29,7.43446,-0.398169,0.83694,0.617436,0.0660303,-0.0991611,-0.777547
49.3,7.42516,-0.416225,0.858602,-0.672203,-1.87927,0.853987,0.612174,0.0658886,-0.100377,-0.781554,0.137954,-0.349479,-1.11128,14.5818,0.161918,-0.348363,-1.11798,0.213251,49.3,7.42785,-0.417075,0.845543,0.612937,0.0656209,-0.100392,-0.780976
49.31,7.41828,-0.434963,0.867326,-0.703606,-1.86843,0.890729,0.607595,0.0655139,-0.101631,-0.784989,0.144746,-0.349163,-1.11318,14.5325,0.168855,-0.34791,-1.12026,0.213501,49.31,7.42092,-0.435875,0.854522,0.608409,0.065232,-0.101643,-0.78438
49.32,7.41108,-0.453592,0.876414,-0.734968,-1.85711,0.926957,0.602985,0.06516,-0.102907,-0.788399,0.15158,-0.348807,-1.11518,14.4812,0.175836,-0.347407,-1.12265,0.213826,49.32,7.41367,-0.454563,0.863873,0.603852,0.0648637,-0.102915,-0.787759
49.33,7.40358,-0.472104,0.885862,-0.766289,-1.84531,0.96265,0.598344,0.0648269,-0.104204,-0.791785,0.158455,-0.348411,-1.1173,14.428,0.182858,-0.346851,-1.12515,0.212703,49.33,7.40612,-0.473135,0.87359,0.599265,0.0645161,-0.104208,-0.791113
49.34,7.39576,-0.490496,0.895665,-0.797566,-1.83303,0.997788,0.593672,0.0645151,-0.105523,-0.795146,0.165371,-0.347968,-1.11953,14.3728,0.189922,-0.346238,-1.12778,0.213102,49.34,7.39824,-0.491585,0.883668,0.594648,0.0641894,-0.105522,-0.794442
49.35,7.38763,-0.508763,0.905815,-0.828798,-1.82029,1.03235,0.588967,0.0642247,-0.106864,-0.798481,0.17233,-0.347478,-1.12187,14.3158,0.197027,-0.345564,-1.13053,0.214683,49.35,7.39006,-0.50991,0.894101,0.590001,0.0638838,-0.106857,-0.797746
49.36,7.37918,-0.526901,0.916309,-0.859983,-1.80708,1.06632,0.584231,0.0639559,-0.108227,-0.801792,0.17933,-0.346936,-1.12432,14.2569,0.204171,-0.344826,-1.13341,0.213211,49.36,7.38156,-0.528104,0.904883,0.585324,0.0635995,-0.108212,-0.801025
49.37,7.37043,-0.544903,0.927139,-0.891119,-1.7934,1.09967,0.579462,0.063709,-0.109611,-0.805078,0.186371,-0.346338,-1.1269,14.1962,0.211355,-0.34402,-1.13641,0.214132,49.37,7.37275,-0.546163,0.916008,0.580615,0.0633367,-0.109589,-0.804279
49.38,7.36136,-0.562767,0.938299,-0.922205,-1.77926,1.13239,0.574659,0.0634843,-0.111017,-0.808339,0.193452,-0.345681,-1.12959,14.1337,0.218575,-0.343142,-1.13954,0.212796,49.38,7.36363,-0.564083,0.927469,0.575875,0.0630956,-0.110987,-0.807508
49.39,7.35198,-0.580487,0.949783,-0.953237,-1.76466,1.16445,0.569823,0.063282,-0.112446,-0.811574,0.200573,-0.344961,-1.13241,14.0694,0.225831,-0.342187,-1.14281,0.212317,49.39,7.35419,-0.581858,0.93926,0.571103,0.0628764,-0.112407,-0.810711
49.4,7.3423,-0.598059,0.961585,-0.984216,-1.7496,1.19584,0.564953,0.0631025,-0.113896,-0.814785,0.207732,-0.344175,-1.13536,14.0035,0.23312,-0.341153,-1.14621,0.224711,49.4,7.34445,-0.599483,0.951374,0.566299,0.0626794,-0.113847,-0.813889
49.41,7.3323,-0.615478,0.973697,-1.01514,-1.7341,1.22654,0.560048,0.0629461,-0.115368,-0.817969,0.214928,-0.343318,-1.13843,13.9358,0.24044,-0.340034,-1.14975,0.211943,49.41,7.33439,-0.616956,0.963804,0.561462,0.0625048,-0.115309,-0.817042
49.42,7.322,-0.632739,0.986113,-1.046,-1.71815,1.25654,0.555108,0.062813,-0.116861,-0.821129,0.222159,-0.342388,-1.14164,13.8666,0.247788,-0.338827,-1.15344,0.214846,49.42,7.32403,-0.63427,0.976543,0.556592,0.0623529,-0.116791,-0.820169
49.43,7.31138,-0.649839,0.998824,-1.07681,-1.70175,1.28581,0.550133,0.0627036,-0.118377,-0.824263,0.229423,-0.341379,-1.14499,13.7958,0.25516,-0.337528,-1.15726,0.21602,49.43,7.31336,-0.651422,0.989583,0.551688,0.0622239,-0.118295,-0.823271
49.44,7.30046,-0.666773,1.01183,-1.10755,-1.68491,1.31433,0.545122,0.0626184,-0.119914,-0.82737,0.236718,-0.340287,-1.14847,13.7234,0.262554,-0.336132,-1.16124,0.217145,49.44,7.30238,-0.668408,1.00292,0.54675,0.0621182,-0.11982,-0.826347
49.45,7.28923,-0.683536,1.02511,-1.13823,-1.66764,1.3421,0.540074,0.0625575,-0.121473,-0.830453,0.244041,-0.33911,-1.15209,13.6495,0.269966,-0.334636,-1.16536,0.213561,49.45,7.29109,-0.685222,1.01654,0.541777,0.0620361,-0.121367,-0.829397
49.46,7.2777,-0.700124,1.03866,-1.16884,-1.64993,1.36909,0.534988,0.0625214,-0.123053,-0.833509,0.251389,-0.337842,-1.15585,13.5742,0.277391,-0.333035,-1.16964,0.212696,49.46,7.27949,-0.701861,1.03044,0.536769,0.0619778,-0.122934,-0.832421
49.47,7.26585,-0.716534,1.05249,-1.19939,-1.6318,1.3953,0.529865,0.0625105,-0.124654,-0.836538,0.258759,-0.336479,-1.15976,13.4975,0.284825,-0.331325,-1.17406,0.214838,49.47,7.26759,-0.71832,1.04461,0.531725,0.0619437,-0.124522,-0.835419
49.48,7.25371,-0.732759,1.06657,-1.22986,-1.61324,1.42069,0.524704,0.0625252,-0.126277,-0.839542,0.266147,-0.335018,-1.16381,13.4194,0.292262,-0.329502,-1.17865,0.216363,49.48,7.25539,-0.734595,1.05904,0.526645,0.0619341,-0.126131,-0.838391
49.49,7.24126,-0.748797,1.0809,-1.26027,-1.59426,1.44527,0.519504,0.0625658,-0.12792,-0.842519,0.273549,-0.333455,-1.16802,13.34,0.299698,-0.327562,-1.18339,0.216415,49.49,7.24288,-0.750682,1.07372,0.521528,0.0619494,-0.127761,-0.841337
49.5,7.2285,-0.764643,1.09547,-1.29061,-1.57487,1.46901,0.514264,0.0626329,-0.129584,-0.845469,0.28096,-0.331784,-1.17237,13.2593,0.307126,-0.325501,-1.18829,0.213684,49.5,7.23006,-0.766577,1.08866,0.516372,0.0619899,-0.129411,-0.844257
49.51,7.21545,-0.780293,1.11027,-1.32086,-1.55507,1.4919,0.508984,0.0627267,-0.131269,-0.848392,0.288377,-0.330003,-1.17689,13.1774,0.31454,-0.323315,-1.19336,0.216935,49.51,7.21695,-0.782276,1.10382,0.511179,0.0620561,-0.131082,-0.84715
49.52,7.20209,-0.795744,1.1253,-1.35105,-1.53487,1.51392,0.503664,0.0628477,-0.132973,-0.851288,0.295792,-0.328108,-1.18156,13.0943,0.321933,-0.321,-1.19858,0.244762,49.52,7.20353,-0.797775,1.11922,0.505946,0.0621483,-0.132774,-0.850016
49.53,7.18843,-0.81099,1.14055,-1.38115,-1.51427,1.53508,0.498302,0.0629964,-0.134698,-0.854156,0.303202,-0.326093,-1.18638,13.01,0.329298,-0.318553,-1.20397,0.248794,49.53,7.18981,-0.813069,1.13484,0.500674,0.0622669,-0.134485,-0.852855
49.54,7.17446,-0.826028,1.156,-1.41118,-1.49327,1.55534,0.492899,0.0631732,-0.136442,-0.856997,0.310598,-0.323956,-1.19137,12.9248,0.336626,-0.315971,-1.20953,0.244196,49.54,7.17579,-0.828155,1.15066,0.495361,0.0624123,-0.136216,-0.855668
49.55,7.1602,-0.840854,1.17165,-1.44112,-1.47189,1.57471,0.487453,0.0633786,-0.138205,-0.85981,0.317976,-0.321693,-1.19652,12.8384,0.34391,-0.313249,-1.21525,0.241011,49.55,7.16147,-0.843029,1.16669,0.490007,0.062585,-0.137967,-0.858453
49.56,7.14564,-0.855465,1.18749,-1.47098,-1.45012,1.59316,0.481963,0.0636129,-0.139987,-0.862594,0.325326,-0.319299,-1.20183,12.7511,0.35114,-0.310384,-1.22113,0.237488,49.56,7.14685,-0.857688,1.18291,0.484611,0.0627854,-0.139737,-0.861211
49.57,7.13078,-0.869855,1.20351,-1.50075,-1.42798,1.61069,0.47643,0.0638767,-0.141787,-0.86535,0.332643,-0.316772,-1.2073,12.6629,0.358306,-0.307375,-1.22718,0.214053,49.57,7.13194,-0.872127,1.19931,0.479172,0.0630139,-0.141526,-0.863941
49.58,7.11563,-0.884023,1.2197,-1.53044,-1.40546,1.62729,0.470853,0.0641704,-0.143604,-0.868077,0.339917,-0.314109,-1.21293,12.5738,0.365399,-0.304217,-1.23339,0.213016,49.58,7.11673,-0.886342,1.21589,0.473689,0.0632711,-0.143334,-0.866643
49.59,7.10018,-0.897964,1.23605,-1.56003,-1.38258,1.64295,0.46523,0.0644945,-0.145439,-0.870775,0.347139,-0.311305,-1.21873,12.4839,0.372408,-0.300908,-1.23977,0.2125,49.59,7.10122,-0.900331,1.23262,0.468163,0.0635573,-0.14516,-0.869317
49.6,7.08443,-0.911674,1.25255,-1.58954,-1.35933,1.65765,0.459562,0.0648493,-0.14729,-0.873443,0.354302,-0.308358,-1.2247,12.3933,0.379321,-0.297448,-1.24631,0.212913,49.6,7.08542,-0.914089,1.24952,0.462591,0.0638731,-0.147004,-0.871963
49.61,7.06839,-0.92515,1.2692,-1.61895,-1.33574,1.6714,0.453847,0.0652354,-0.149158,-0.876082,0.361393,-0.305266,-1.23082,12.3019,0.386127,-0.293833,-1.253,0.212875,49.61,7.06933,-0.927613,1.26655,0.456973,0.0642189,-0.148865,-0.87458
49.62,7.05205,-0.938388,1.28597,-1.64826,-1.3118,1.68418,0.448086,0.0656532,-0.15104,-0.87869,0.368404,-0.302025,-1.23711,12.2098,0.392813,-0.290062,-1.25986,0.214567,49.62,7.05294,-0.9409,1.28372,0.451308,0.0645953,-0.150743,-0.877169
49.63,7.03542,-0.951385,1.30288,-1.67748,-1.28751,1.69598,0.442277,0.066103,-0.152937,-0.881267,0.375322,-0.298634,-1.24356,12.1172,0.399366,-0.286134,-1.26686,0.213154,49.63,7.03626,-0.953946,1.30102,0.445596,0.0650027,-0.152637,-0.879728
49.64,7.0185,-0.964137,1.31989,-1.7066,-1.26289,1.7068,0.43642,0.0665854,-0.154847,-0.883813,0.382137,-0.295091,-1.25016,12.0239,0.405772,-0.28205,-1.27401,0.213298,49.64,7.01929,-0.966747,1.31843,0.439835,0.0654417,-0.154547,-0.882257
49.65,7.00129,-0.976642,1.33701,-1.73561,-1.23794,1.71663,0.430515,0.0671008,-0.15677,-0.886328,0.388836,-0.291395,-1.25692,11.9302,0.412017,-0.277808,-1.28131,0.211998,49.65,7.00204,-0.979301,1.33595,0.434025,0.0659127,-0.156472,-0.884757
49.66,6.98379,-0.988895,1.35422,-1.76453,-1.21267,1.72547,0.42456,0.0676495,-0.158705,-0.888811,0.395407,-0.287544,-1.26383,11.8361,0.418086,-0.27341,-1.28875,0.212742,49.66,6.98449,-0.991605,1.35356,0.428164,0.0664163,-0.158411,-0.887226
49.67,6.966,-1.00089,1.37151,-1.79334,-1.18709,1.7333,0.418556,0.0682318,-0.160651,-0.891261,0.401835,-0.283538,-1.2709,11.7415,0.423964,-0.268856,-1.29632,0.212938,49.67,6.96666,-1.00365,1.37125,0.422253,0.066953,-0.160363,-0.889665
49.68,6.94792,-1.01264,1.38888,-1.82204,-1.1612,1.74013,0.412501,0.0688483,-0.162606,-0.893679,0.408107,-0.279376,-1.2781,11.6467,0.429635,-0.264149,-1.30401,0.21347,49.68,6.94854,-1.01545,1.38902,0.416289,0.0675232,-0.162328,-0.892073
49.69,6.92956,-1.02412,1.40631,-1.85063,-1.13501,1.74596,0.406396,0.0694991,-0.164571,-0.896063,0.414209,-0.27506,-1.28545,11.5515,0.435082,-0.25929,-1.31183,0.212546,49.69,6.93014,-1.02698,1.40685,0.410272,0.0681276,-0.164305,-0.894449
49.7,6.91091,-1.03534,1.42379,-1.87911,-1.10852,1.75077,0.40024,0.0701847,-0.166543,-0.898413,0.420125,-0.27059,-1.29292,11.4561,0.440288,-0.254283,-1.31975,0.211661,49.7,6.91145,-1.03825,1.42474,0.404202,0.0687666,-0.166292,-0.896793
49.71,6.89198,-1.04629,1.44132,-1.90747,-1.08175,1.75456,0.394033,0.0709052,-0.168521,-0.900728,0.42584,-0.265968,-1.30053,11.3606,0.445236,-0.249132,-1.32778,0.213958,49.71,6.89248,-1.04925,1.44267,0.398078,0.0694407,-0.16829,-0.899106
49.72,6.87276,-1.05697,1.45888,-1.93572,-1.0547,1.75734,0.387774,0.071661,-0.170504,-0.903008,0.431337,-0.261196,-1.30825,11.2649,0.449907,-0.243842,-1.33589,0.212407,49.72,6.87323,-1.05999,1.46063,0.391898,0.0701504,-0.170296,-0.901385
49.73,6.85327,-1.06738,1.47646,-1.96385,-1.02737,1.7591,0.381463,0.0724521,-0.172491,-0.905253,0.436601,-0.256277,-1.31608,11.1691,0.454285,-0.238417,-1.34408,0.213825,49.73,6.8537,-1.07045,1.47861,0.385662,0.0708961,-0.172309,-0.903631
49.74,6.83349,-1.07752,1.49406,-1.99186,-0.999782,1.75984,0.3751,0.0732789,-0.174481,-0.907462,0.441613,-0.251215,-1.32402,11.0734,0.458349,-0.232865,-1.35234,0.21226,49.74,6.83389,-1.08064,1.49661,0.379369,0.0716783,-0.174329,-0.905843
49.75,6.81343,-1.08738,1.51165,-2.01975,-0.971937,1.75956,0.368684,0.0741414,-0.176471,-0.909634,0.446357,-0.246014,-1.33205,10.9777,0.462082,-0.227192,-1.36065,0.212464,49.75,6.8138,-1.09056,1.51461,0.373019,0.0724975,-0.176354,-0.90802
49.76,6.79309,-1.09696,1.52924,-2.04752,-0.943842,1.75826,0.362216,0.0750397,-0.17846,-0.911768,0.450814,-0.240679,-1.34016,10.8821,0.465463,-0.221407,-1.36901,0.213585,49.76,6.79344,-1.10019,1.5326,0.36661,0.0733539,-0.178382,-0.910163
49.77,6.77248,-1.10625,1.54681,-2.07516,-0.915506,1.75594,0.355695,0.0759738,-0.180447,-0.913864,0.454966,-0.235217,-1.34833,10.7866,0.468474,-0.21552,-1.37738,0.212367,49.77,6.7728,-1.10954,1.55057,0.360143,0.0742481,-0.180412,-0.912269
49.78,6.75159,-1.11527,1.56436,-2.10266,-0.886936,1.75261,0.349122,0.0769436,-0.182429,-0.915922,0.458795,-0.229634,-1.35657,10.6914,0.471095,-0.20954,-1.38576,0.213729,49.78,6.75189,-1.11861,1.56851,0.353617,0.0751803,-0.182444,-0.91434
49.79,6.73043,-1.12399,1.58186,-2.13004,-0.85814,1.74826,0.342496,0.0779492,-0.184406,-0.91794,0.462281,-0.223939,-1.36484,10.5964,0.473306,-0.203478,-1.39414,0.212683,49.79,6.73071,-1.12739,1.58642,0.34703,0.0761509,-0.184474,-0.916374
