t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,T,wx_cmd,wy_cmd,wz_cmd,solve_ms,t_progress,px_ref,py_ref,pz_ref,qw_ref,qx_ref,qy_ref,qz_ref
49.8,6.70899,-1.13243,1.59932,-2.15729,-0.829126,1.7429,0.335819,0.0789903,-0.186375,-0.919919,0.465406,-0.218139,-1.37315,10.5017,0.475088,-0.197348,-1.40248,0.212981,49.8,6.70926,-1.13589,1.60427,0.340384,0.07716,-0.186501,-0.918369
49.81,6.68728,-1.14057,1.61672,-2.18439,-0.799902,1.73653,0.329089,0.0800667,-0.188335,-0.921857,0.46815,-0.212246,-1.38146,10.4074,0.476422,-0.191162,-1.41078,0.212573,49.81,6.68753,-1.14409,1.62206,0.333677,0.078208,-0.188524,-0.920327
49.82,6.6653,-1.14843,1.63404,-2.21137,-0.770476,1.72915,0.322307,0.0811782,-0.190282,-0.923754,0.470495,-0.20627,-1.38977,10.3135,0.477288,-0.184935,-1.41902,0.212374,49.82,6.66554,-1.152,1.63979,0.326909,0.079295,-0.19054,-0.922246
49.83,6.64306,-1.15598,1.65129,-2.2382,-0.740856,1.72078,0.315474,0.0823242,-0.192216,-0.925609,0.47242,-0.200223,-1.39806,10.22,0.477667,-0.178682,-1.42716,0.213806,49.83,6.64329,-1.15962,1.65743,0.32008,0.080421,-0.192548,-0.924125
49.84,6.62054,-1.16324,1.66845,-2.26488,-0.71105,1.71141,0.308591,0.0835045,-0.194134,-0.927421,0.473907,-0.194118,-1.40631,10.1271,0.477541,-0.172421,-1.43519,0.212517,49.84,6.62076,-1.16693,1.67498,0.31319,0.0815861,-0.194546,-0.925963
49.85,6.59776,-1.1702,1.68552,-2.29143,-0.681067,1.70105,0.301658,0.0847184,-0.196035,-0.929191,0.474937,-0.187968,-1.4145,10.0347,0.476891,-0.166169,-1.44309,0.213725,49.85,6.59798,-1.17395,1.69243,0.306239,0.0827902,-0.196532,-0.92776
49.86,6.57471,-1.17686,1.70247,-2.31782,-0.650914,1.68971,0.294676,0.0859653,-0.197914,-0.930917,0.475491,-0.181789,-1.4226,9.94286,0.475699,-0.159945,-1.45083,0.212662,49.86,6.57493,-1.18067,1.70977,0.299227,0.0840333,-0.198502,-0.929515
49.87,6.5514,-1.18322,1.71931,-2.34407,-0.620601,1.67739,0.287645,0.0872445,-0.199772,-0.932599,0.47555,-0.175598,-1.4306,9.85172,0.473949,-0.153769,-1.4584,0.213417,49.87,6.55162,-1.18709,1.72699,0.292155,0.085315,-0.200456,-0.931227
49.88,6.52783,-1.18928,1.73601,-2.37017,-0.590134,1.66411,0.280567,0.0885551,-0.201604,-0.934235,0.475096,-0.169411,-1.43848,9.76127,0.471624,-0.147662,-1.46575,0.214116,49.88,6.52805,-1.1932,1.74408,0.285022,0.0866352,-0.202391,-0.932896
49.89,6.504,-1.19502,1.75258,-2.39611,-0.559523,1.64987,0.273443,0.0898963,-0.20341,-0.935827,0.474112,-0.163246,-1.44621,9.67156,0.468709,-0.141646,-1.47287,0.214763,49.89,6.50422,-1.19901,1.76103,0.27783,0.0879934,-0.204303,-0.93452
49.9,6.47991,-1.20047,1.76901,-2.42189,-0.528775,1.63468,0.266274,0.091267,-0.205185,-0.937373,0.472581,-0.157124,-1.45376,9.58263,0.465188,-0.135744,-1.47972,0.212558,49.9,6.48014,-1.20451,1.77783,0.270579,0.0893891,-0.206191,-0.936099
49.91,6.45556,-1.2056,1.78527,-2.44752,-0.4979,1.61855,0.259061,0.092666,-0.206929,-0.938872,0.470485,-0.151064,-1.46112,9.49452,0.461049,-0.129981,-1.48629,0.212295,49.91,6.4558,-1.2097,1.79447,0.26327,0.0908216,-0.208053,-0.937632
49.92,6.43096,-1.21042,1.80137,-2.47298,-0.466905,1.60149,0.251806,0.0940922,-0.208638,-0.940325,0.467811,-0.145088,-1.46826,9.40728,0.456279,-0.12438,-1.49255,0.212186,49.92,6.43121,-1.21458,1.81093,0.255904,0.0922903,-0.209885,-0.939119
49.93,6.40611,-1.21494,1.8173,-2.49829,-0.4358,1.58351,0.244511,0.0955441,-0.210309,-0.94173,0.464542,-0.139219,-1.47514,9.32095,0.450866,-0.118967,-1.49846,0.214634,49.93,6.40637,-1.21915,1.82722,0.248483,0.0937942,-0.211684,-0.940558
49.94,6.381,-1.21914,1.83304,-2.52342,-0.404591,1.56462,0.237177,0.0970202,-0.21194,-0.943088,0.460666,-0.133479,-1.48175,9.23555,0.444801,-0.113769,-1.504,0.216274,49.94,6.38128,-1.22341,1.84332,0.241007,0.0953324,-0.213448,-0.941949
49.95,6.35564,-1.22303,1.84859,-2.54839,-0.373288,1.54483,0.229807,0.098519,-0.213529,-0.944398,0.456169,-0.127892,-1.48806,9.15114,0.438075,-0.108812,-1.50914,0.213146,49.95,6.35594,-1.22736,1.85923,0.233479,0.0969035,-0.215174,-0.943291
49.96,6.33003,-1.22661,1.86393,-2.57319,-0.341899,1.52416,0.222401,0.100039,-0.215073,-0.94566,0.451041,-0.122484,-1.49403,9.06774,0.430682,-0.104124,-1.51384,0.212729,49.96,6.33035,-1.23099,1.87492,0.225899,0.0985065,-0.216859,-0.944583
49.97,6.30417,-1.22987,1.87907,-2.59782,-0.310432,1.50262,0.214963,0.101578,-0.216569,-0.946874,0.44527,-0.11728,-1.49965,8.98539,0.422616,-0.0997332,-1.5181,0.212396,49.97,6.30452,-1.23431,1.8904,0.218271,0.10014,-0.218501,-0.945826
49.98,6.27807,-1.23282,1.89398,-2.62227,-0.278895,1.48022,0.207495,0.103133,-0.218015,-0.948039,0.438849,-0.112307,-1.50488,8.90412,0.413873,-0.0956667,-1.52186,0.214362,49.98,6.27844,-1.23731,1.90566,0.210596,0.101802,-0.220095,-0.947018
49.99,6.25173,-1.23545,1.90867,-2.64655,-0.247298,1.45698,0.199999,0.104704,-0.219407,-0.949156,0.43177,-0.10759,-1.50969,8.82397,0.404451,-0.0919533,-1.52511,0.215397,49.99,6.25212,-1.23999,1.92068,0.202877,0.10349,-0.221639,-0.94816
50,6.22514,-1.23776,1.92312,-2.67065,-0.215648,1.43291,0.192478,0.106288,-0.220744,-0.950225,0.424027,-0.103158,-1.51406,8.74497,0.394351,-0.0886211,-1.52782,0.212745,50,6.22557,-1.24236,1.93546,0.195116,0.105204,-0.22313,-0.94925
50.01,6.19832,-1.23976,1.93732,-2.69457,-0.183954,1.40802,0.184935,0.107882,-0.222022,-0.951245,0.415615,-0.099038,-1.51796,8.66714,0.383574,-0.0856985,-1.52996,0.211994,50.01,6.19877,-1.24441,1.94999,0.187316,0.10694,-0.224565,-0.950288
50.02,6.17125,-1.24144,1.95127,-2.7183,-0.152223,1.38233,0.177372,0.109484,-0.223239,-0.952217,0.406534,-0.0952571,-1.52136,8.59051,0.372124,-0.0832133,-1.53151,0.212992,50.02,6.17174,-1.24614,1.96426,0.17948,0.108697,-0.225941,-0.951274
50.03,6.14395,-1.2428,1.96496,-2.74185,-0.120465,1.35586,0.169791,0.111092,-0.224392,-0.953141,0.396781,-0.0918434,-1.52424,8.51511,0.360008,-0.081193,-1.53244,0.215404,50.03,6.14447,-1.24755,1.97826,0.171612,0.110472,-0.227254,-0.952208
50.04,6.11642,-1.24385,1.97839,-2.76521,-0.0886873,1.32861,0.162198,0.112702,-0.225479,-0.954017,0.386358,-0.0888247,-1.52656,8.44096,0.347232,-0.0796647,-1.53273,0.211958,50.04,6.11697,-1.24864,1.99198,0.163714,0.112262,-0.228502,-0.953091
50.05,6.08865,-1.24458,1.99153,-2.78839,-0.056898,1.30062,0.154594,0.114312,-0.226497,-0.954847,0.375268,-0.0862284,-1.52831,8.36809,0.333808,-0.0786544,-1.53235,0.212999,50.05,6.08923,-1.24941,2.00543,0.15579,0.114064,-0.229681,-0.953921
50.06,6.06065,-1.24499,2.0044,-2.81137,-0.0251055,1.27189,0.146982,0.115919,-0.227444,-0.95563,0.363517,-0.0840817,-1.52945,8.29653,0.319747,-0.0781876,-1.53128,0.212553,50.06,6.06127,-1.24987,2.01858,0.147845,0.115875,-0.230788,-0.9547
50.07,6.03242,-1.24508,2.01697,-2.83416,0.0066821,1.24245,0.139367,0.11752,-0.228317,-0.956367,0.351111,-0.0824111,-1.52997,8.22628,0.305064,-0.0782883,-1.5295,0.212255,50.07,6.03308,-1.25,2.03143,0.139881,0.117693,-0.231821,-0.955427
50.08,6.00397,-1.24486,2.02924,-2.85675,0.0384566,1.2123,0.131751,0.119112,-0.229114,-0.957058,0.338059,-0.0812425,-1.52984,8.15737,0.289775,-0.0789795,-1.527,0.21554,50.08,6.00466,-1.24981,2.04398,0.131904,0.119513,-0.232776,-0.956103
50.09,5.97529,-1.24431,2.04121,-2.87915,0.0702099,1.18148,0.124139,0.120691,-0.229833,-0.957706,0.324374,-0.0806011,-1.52903,8.08982,0.273899,-0.0802827,-1.52375,0.213343,50.09,5.97602,-1.2493,2.05621,0.123917,0.121331,-0.23365,-0.956729
50.1,5.94639,-1.24345,2.05287,-2.90135,0.101934,1.14999,0.116534,0.122254,-0.230471,-0.958309,0.310067,-0.0805109,-1.52753,8.02365,0.257456,-0.0822177,-1.51974,0.213051,50.1,5.94716,-1.24848,2.06813,0.115925,0.123145,-0.234441,-0.957306
50.11,5.91726,-1.24227,2.06421,-2.92335,0.133621,1.11785,0.108939,0.123799,-0.231026,-0.958871,0.295155,-0.0809946,-1.52532,7.95887,0.24047,-0.0848026,-1.51495,0.213061,50.11,5.91808,-1.24733,2.07971,0.107932,0.124951,-0.235146,-0.957833
50.12,5.88792,-1.24078,2.07522,-2.94515,0.165262,1.08509,0.101358,0.125321,-0.231496,-0.959391,0.279656,-0.082074,-1.52238,7.8955,0.222965,-0.0880534,-1.50938,0.21585,50.12,5.88877,-1.24586,2.09097,0.0999434,0.126743,-0.235761,-0.958313
50.13,5.85836,-1.23897,2.08591,-2.96674,0.196851,1.05172,0.0937957,0.126816,-0.231879,-0.959871,0.263587,-0.0837687,-1.5187,7.83356,0.204968,-0.0919841,-1.50301,0.214882,50.13,5.85925,-1.24408,2.10188,0.0919638,0.128518,-0.236286,-0.958747
50.14,5.82859,-1.23684,2.09625,-2.98813,0.228378,1.01776,0.0862554,0.128282,-0.232173,-0.960312,0.246973,-0.0860973,-1.51425,7.77305,0.186508,-0.0966062,-1.49584,0.213703,50.14,5.82952,-1.24197,2.11244,0.0839981,0.130272,-0.236716,-0.959135
50.15,5.7986,-1.2344,2.10626,-3.00932,0.259836,0.983241,0.0787411,0.129715,-0.232377,-0.960716,0.229835,-0.0890759,-1.50903,7.714,0.167614,-0.101929,-1.48786,0.211993,50.15,5.79957,-1.23955,2.12266,0.0760512,0.131999,-0.237049,-0.959479
50.16,5.7684,-1.23165,2.11592,-3.03029,0.291217,0.94817,0.0712566,0.13111,-0.232489,-0.961084,0.212199,-0.0927189,-1.50303,7.65641,0.14832,-0.107959,-1.47906,0.213207,50.16,5.76941,-1.23681,2.13251,0.0681281,0.133696,-0.237284,-0.959781
50.17,5.73799,-1.22858,2.12522,-3.05106,0.322513,0.912571,0.0638059,0.132465,-0.232507,-0.961417,0.194094,-0.0970385,-1.49624,7.6003,0.12866,-0.1147,-1.46945,0.215652,50.17,5.73904,-1.23376,2.142,0.0602338,0.135357,-0.237419,-0.960043
50.18,5.70738,-1.2252,2.13416,-3.07161,0.353717,0.876465,0.0563929,0.133776,-0.232429,-0.961717,0.175547,-0.102044,-1.48865,7.54568,0.108668,-0.122153,-1.45902,0.214773,50.18,5.70847,-1.23039,2.15112,0.0523736,0.136978,-0.23745,-0.960266
50.19,5.67656,-1.22151,2.14275,-3.09195,0.38482,0.839873,0.0490217,0.135039,-0.232256,-0.961987,0.156591,-0.107744,-1.48025,7.49256,0.0883807,-0.130316,-1.44778,0.212016,50.19,5.67769,-1.2267,2.15986,0.0445524,0.138554,-0.237377,-0.960453
50.2,5.64554,-1.2175,2.15096,-3.11208,0.415815,0.802815,0.041696,0.13625,-0.231984,-0.962227,0.137258,-0.114142,-1.47105,7.44095,0.067837,-0.139184,-1.43573,0.213196,50.2,5.6467,-1.2227,2.16823,0.0367753,0.14008,-0.237197,-0.960605
50.21,5.61432,-1.21319,2.1588,-3.13199,0.446694,0.765311,0.0344198,0.137406,-0.231614,-0.962439,0.117581,-0.121239,-1.46104,7.39087,0.0470755,-0.148748,-1.42288,0.213886,50.21,5.61552,-1.21838,2.17621,0.0290475,0.141551,-0.23691,-0.960725
50.22,5.5829,-1.20857,2.16626,-3.15169,0.47745,0.727383,0.0271969,0.138503,-0.231145,-0.962626,0.0975975,-0.129036,-1.45022,7.34232,0.0261362,-0.158998,-1.40924,0.21388,50.22,5.58413,-1.21376,2.1838,0.0213738,0.142962,-0.236513,-0.960815
50.23,5.55129,-1.20364,2.17335,-3.17117,0.508075,0.689053,0.0200312,0.139537,-0.230575,-0.962789,0.0773428,-0.137529,-1.43861,7.29532,0.00505986,-0.169918,-1.39481,0.215009,50.23,5.55255,-1.20882,2.191,0.0137593,0.144308,-0.236006,-0.960878
50.24,5.51948,-1.19841,2.18004,-3.19043,0.538561,0.650341,0.0129264,0.140506,-0.229905,-0.96293,0.0568552,-0.146709,-1.42619,7.24988,-0.0161121,-0.181492,-1.37962,0.21371,50.24,5.52077,-1.20358,2.19779,0.00620884,0.145585,-0.235388,-0.960916
50.25,5.48748,-1.19287,2.18635,-3.20948,0.568901,0.611268,0.00588622,0.141406,-0.229133,-0.963051,0.0361736,-0.156568,-1.41299,7.20601,-0.0373378,-0.193696,-1.36367,0.214109,50.25,5.4888,-1.19802,2.20419,-0.00127283,0.146787,-0.234657,-0.960931
50.26,5.45529,-1.18703,2.19227,-3.2283,0.599088,0.571857,-0.00108576,0.142233,-0.228259,-0.963154,0.0153378,-0.167091,-1.39901,7.16374,-0.0585751,-0.206509,-1.34699,0.214796,50.26,5.45664,-1.19216,2.21018,-0.008681,0.147909,-0.233814,-0.960926
50.27,5.42292,-1.18089,2.19779,-3.2469,0.629114,0.532128,-0.00798595,0.142984,-0.227283,-0.963241,-0.00561176,-0.178264,-1.38427,7.12306,-0.0797817,-0.219901,-1.32958,0.213271,50.27,5.42429,-1.186,2.21576,-0.0160111,0.148947,-0.232857,-0.960904
50.28,5.39036,-1.17445,2.20291,-3.26528,0.658971,0.492103,-0.0148109,0.143657,-0.226206,-0.963314,-0.0266342,-0.190065,-1.36877,7.084,-0.100916,-0.233842,-1.31149,0.216247,50.28,5.39175,-1.17953,2.22093,-0.0232587,0.149897,-0.231786,-0.960867
50.29,5.35761,-1.16771,2.20763,-3.28344,0.688653,0.451804,-0.0215572,0.144247,-0.225027,-0.963375,-0.0476882,-0.202473,-1.35253,7.04658,-0.121935,-0.248299,-1.29271,0.213619,50.29,5.35903,-1.17276,2.22569,-0.0304194,0.150754,-0.230602,-0.960818
50.3,5.32469,-1.16068,2.21194,-3.30138,0.718152,0.411253,-0.0282216,0.144754,-0.223747,-0.963425,-0.0687323,-0.215462,-1.33558,7.01081,-0.142797,-0.263235,-1.27329,0.213141,50.3,5.32612,-1.16569,2.23002,-0.0374892,0.151513,-0.229304,-0.960759
50.31,5.29159,-1.15335,2.21585,-3.31909,0.747461,0.370472,-0.0348008,0.145173,-0.222366,-0.963466,-0.089725,-0.229002,-1.31792,6.97671,-0.163463,-0.278611,-1.25324,0.214832,50.31,5.29303,-1.15832,2.23394,-0.0444639,0.152172,-0.227893,-0.960693
50.32,5.25831,-1.14573,2.21935,-3.33658,0.776574,0.329481,-0.0412919,0.145503,-0.220885,-0.963501,-0.110625,-0.243063,-1.29959,6.9443,-0.183891,-0.294385,-1.23259,0.218458,50.32,5.25976,-1.15065,2.23743,-0.0513397,0.152725,-0.226368,-0.960623
50.33,5.22485,-1.13782,2.22244,-3.35385,0.805482,0.288304,-0.0476919,0.145742,-0.219305,-0.96353,-0.131391,-0.25761,-1.2806,6.91361,-0.204042,-0.310513,-1.21137,0.243376,50.33,5.22632,-1.14269,2.2405,-0.0581129,0.15317,-0.224732,-0.960551
50.34,5.19123,-1.12962,2.22512,-3.37089,0.83418,0.246963,-0.0539978,0.145886,-0.217625,-0.963556,-0.151983,-0.272605,-1.26098,6.88465,-0.223878,-0.326949,-1.18961,0.240392,50.34,5.1927,-1.13444,2.24314,-0.0647798,0.153502,-0.222985,-0.960478
50.35,5.15744,-1.12114,2.22738,-3.3877,0.862661,0.205478,-0.060207,0.145935,-0.215849,-0.96358,-0.17236,-0.288008,-1.24075,6.85745,-0.243362,-0.343644,-1.16734,0.242147,50.35,5.15891,-1.12589,2.24536,-0.0713373,0.15372,-0.221127,-0.960408
50.36,5.12348,-1.11237,2.22922,-3.40429,0.890917,0.163872,-0.0663169,0.145887,-0.213976,-0.963604,-0.192485,-0.303777,-1.21994,6.83204,-0.262459,-0.360548,-1.14459,0.238499,50.36,5.12495,-1.11706,2.24714,-0.0777819,0.15382,-0.219161,-0.960343
50.37,5.08935,-1.10332,2.23065,-3.42066,0.918943,0.122168,-0.0723249,0.14574,-0.212009,-0.963629,-0.212318,-0.319868,-1.19858,6.80844,-0.281134,-0.37761,-1.12139,0.211823,50.37,5.09083,-1.10794,2.2485,-0.0841107,0.153799,-0.217087,-0.960284
50.38,5.05507,-1.09399,2.23167,-3.43679,0.946732,0.0803872,-0.0782287,0.145493,-0.209948,-0.963656,-0.231823,-0.336234,-1.17671,6.78669,-0.299355,-0.394777,-1.09778,0.212624,50.38,5.05653,-1.09854,2.24942,-0.0903208,0.153657,-0.214907,-0.960233
50.39,5.02062,-1.08439,2.23226,-3.45271,0.974277,0.0385519,-0.0840261,0.145146,-0.207796,-0.963687,-0.250964,-0.352827,-1.15434,6.76681,-0.317091,-0.411995,-1.0738,0.214511,50.39,5.02208,-1.08886,2.24991,-0.0964095,0.15339,-0.212624,-0.960192
50.4,4.98601,-1.07451,2.23244,-3.4684,1.00157,-0.00331564,-0.0897149,0.144697,-0.205554,-0.963723,-0.269707,-0.369598,-1.13151,6.74884,-0.334313,-0.429211,-1.04946,0.216535,50.4,4.98746,-1.0789,2.24997,-0.102374,0.152998,-0.210239,-0.960162
50.41,4.95125,-1.06436,2.23219,-3.48386,1.02861,-0.0451931,-0.0952932,0.144146,-0.203225,-0.963764,-0.288019,-0.386494,-1.10825,6.73281,-0.350996,-0.446369,-1.02482,0.214263,50.41,4.95268,-1.06866,2.2496,-0.108213,0.152479,-0.207754,-0.960145
50.42,4.91634,-1.05393,2.23153,-3.4991,1.05539,-0.0870583,-0.100759,0.143493,-0.200809,-0.963812,-0.305869,-0.403465,-1.0846,6.71875,-0.367112,-0.463416,-0.999898,0.212757,50.42,4.91774,-1.05815,2.2488,-0.113923,0.151834,-0.205172,-0.960142
50.43,4.88127,-1.04325,2.23045,-3.51411,1.0819,-0.128889,-0.106111,0.142738,-0.198311,-0.963867,-0.323227,-0.420457,-1.0606,6.70669,-0.382641,-0.480297,-0.974739,0.212835,50.43,4.88265,-1.04736,2.24756,-0.119502,0.151061,-0.202496,-0.960154
50.44,4.84605,-1.0323,2.22896,-3.5289,1.10814,-0.170662,-0.111347,0.141881,-0.195731,-0.96393,-0.340067,-0.437418,-1.03626,6.69669,-0.397561,-0.49696,-0.949374,0.213944,50.44,4.84741,-1.03631,2.24589,-0.124949,0.15016,-0.199728,-0.960181
50.45,4.81069,-1.02109,2.22704,-3.54346,1.1341,-0.212356,-0.116467,0.140923,-0.193073,-0.964002,-0.356363,-0.454294,-1.01163,6.68877,-0.411853,-0.51335,-0.92384,0.214438,50.45,4.81202,-1.025,2.2438,-0.130262,0.149134,-0.196872,-0.960225
50.46,4.77519,-1.00962,2.22471,-3.5578,1.15977,-0.253947,-0.121467,0.139865,-0.190338,-0.964082,-0.372091,-0.471033,-0.98675,6.68296,-0.425502,-0.529419,-0.898171,0.213991,50.46,4.77648,-1.01342,2.24127,-0.135439,0.147981,-0.19393,-0.960286
50.47,4.73954,-0.997892,2.22196,-3.57191,1.18516,-0.295414,-0.126349,0.138707,-0.187531,-0.964172,-0.38723,-0.487582,-0.961644,6.67932,-0.438494,-0.545114,-0.872403,0.213817,50.47,4.74079,-1.00158,2.23832,-0.14048,0.146704,-0.190907,-0.960363
50.48,4.70375,-0.985915,2.2188,-3.5858,1.21025,-0.336734,-0.13111,0.137452,-0.184653,-0.964272,-0.40176,-0.503888,-0.936349,6.67787,-0.450817,-0.56039,-0.846569,0.21258,50.48,4.70496,-0.989489,2.23495,-0.145382,0.145305,-0.187804,-0.960458
50.49,4.66782,-0.973688,2.21523,-3.59947,1.23504,-0.377884,-0.135749,0.1361,-0.181707,-0.964381,-0.415665,-0.519903,-0.910902,6.67865,-0.462462,-0.575199,-0.820703,0.214563,50.49,4.66899,-0.977142,2.23115,-0.150145,0.143786,-0.184627,-0.96057
50.5,4.63176,-0.961215,2.21124,-3.61292,1.25953,-0.41884,-0.140266,0.134653,-0.178697,-0.964501,-0.428929,-0.535576,-0.885337,6.68171,-0.47342,-0.589499,-0.79484,0.214792,50.5,4.63288,-0.964545,2.22693,-0.154768,0.142149,-0.181378,-0.960699
50.51,4.59556,-0.948498,2.20685,-3.62614,1.2837,-0.459581,-0.144661,0.133114,-0.175625,-0.964629,-0.441539,-0.55086,-0.859687,6.68707,-0.483688,-0.603249,-0.76901,0.212311,50.51,4.59664,-0.951701,2.22229,-0.159251,0.140397,-0.178062,-0.960844
50.52,4.55924,-0.935542,2.20205,-3.63915,1.30757,-0.500084,-0.148932,0.131484,-0.172495,-0.964768,-0.453486,-0.565709,-0.833986,6.69477,-0.493262,-0.616411,-0.743247,0.21255,50.52,4.56026,-0.938613,2.21723,-0.163593,0.138534,-0.174682,-0.961006
50.53,4.52278,-0.922348,2.19685,-3.65193,1.33111,-0.540325,-0.153079,0.129767,-0.16931,-0.964915,-0.46476,-0.58008,-0.808267,6.70486,-0.502141,-0.628949,-0.71758,0.213966,50.53,4.52375,-0.925285,2.21177,-0.167793,0.136563,-0.171243,-0.961182
50.54,4.4862,-0.908921,2.19125,-3.66449,1.35433,-0.580282,-0.157103,0.127964,-0.166073,-0.965072,-0.475355,-0.593931,-0.782563,6.71735,-0.510326,-0.640831,-0.692041,0.212531,50.54,4.4871,-0.91172,2.20589,-0.171852,0.134489,-0.167749,-0.961374
50.55,4.44949,-0.895263,2.18525,-3.67683,1.37722,-0.619932,-0.161003,0.126078,-0.162787,-0.965237,-0.485267,-0.607224,-0.756906,6.73228,-0.517821,-0.652029,-0.666657,0.214971,50.55,4.45034,-0.897921,2.1996,-0.175769,0.132314,-0.164205,-0.961579
50.56,4.41266,-0.881377,2.17885,-3.68895,1.39978,-0.659251,-0.164779,0.124113,-0.159456,-0.965411,-0.494494,-0.619923,-0.731326,6.74968,-0.52463,-0.662516,-0.641457,0.216326,50.56,4.41344,-0.883893,2.19291,-0.179545,0.130045,-0.160614,-0.961798
50.57,4.37571,-0.867268,2.17206,-3.70085,1.422,-0.698217,-0.168432,0.122072,-0.156084,-0.965592,-0.503036,-0.631996,-0.705854,6.76958,-0.530761,-0.672271,-0.616466,0.212761,50.57,4.37643,-0.869639,2.18583,-0.18318,0.127686,-0.156981,-0.962028
50.58,4.33865,-0.852938,2.16489,-3.71253,1.44388,-0.736807,-0.171961,0.119957,-0.152673,-0.96578,-0.510894,-0.643411,-0.680518,6.792,-0.53622,-0.681275,-0.591711,0.213514,50.58,4.33929,-0.855161,2.17835,-0.186675,0.125241,-0.153311,-0.96227
50.59,4.30146,-0.838391,2.15733,-3.72399,1.46541,-0.774997,-0.175367,0.117773,-0.149227,-0.965975,-0.518072,-0.654143,-0.655347,6.81697,-0.541019,-0.689512,-0.567215,0.212415,50.59,4.30204,-0.840465,2.17047,-0.19003,0.122717,-0.149608,-0.962521
50.6,4.26417,-0.823631,2.14939,-3.73524,1.4866,-0.812765,-0.178651,0.115523,-0.14575,-0.966176,-0.524576,-0.664168,-0.630367,6.84449,-0.545168,-0.696971,-0.543002,0.216091,50.6,4.26467,-0.825554,2.16221,-0.193247,0.120118,-0.145876,-0.962781
50.61,4.22676,-0.808661,2.14108,-3.74626,1.50742,-0.850089,-0.181813,0.11321,-0.142244,-0.966382,-0.530413,-0.673466,-0.605605,6.87458,-0.548681,-0.703643,-0.519091,0.213984,50.61,4.22719,-0.810432,2.15357,-0.196325,0.117451,-0.14212,-0.963049
50.62,4.18924,-0.793484,2.13239,-3.75707,1.52789,-0.886944,-0.184855,0.110839,-0.138714,-0.966593,-0.535591,-0.682019,-0.581084,6.90726,-0.551571,-0.709523,-0.495504,0.213967,50.62,4.18959,-0.795102,2.14456,-0.199268,0.11472,-0.138345,-0.963324
50.63,4.15162,-0.778104,2.12334,-3.76765,1.548,-0.92331,-0.187777,0.108413,-0.135163,-0.966808,-0.54012,-0.689815,-0.556827,6.94253,-0.553854,-0.714608,-0.472257,0.212763,50.63,4.15189,-0.779568,2.13517,-0.202076,0.111931,-0.134554,-0.963604
50.64,4.11389,-0.762525,2.11393,-3.77802,1.56773,-0.959162,-0.190579,0.105936,-0.131594,-0.967026,-0.544013,-0.696842,-0.532857,6.9804,-0.555545,-0.7189,-0.44937,0.212907,50.64,4.11409,-0.763835,2.12542,-0.20475,0.109091,-0.130753,-0.963888
50.65,4.07606,-0.74675,2.10416,-3.78817,1.58709,-0.994479,-0.193264,0.103412,-0.128011,-0.967248,-0.547281,-0.703094,-0.509194,7.02087,-0.556662,-0.722403,-0.426856,0.21466,50.65,4.07618,-0.747906,2.1153,-0.207293,0.106205,-0.126945,-0.964176
50.66,4.03813,-0.730784,2.09404,-3.7981,1.60608,-1.02924,-0.195833,0.100844,-0.124417,-0.967471,-0.54994,-0.708567,-0.485856,7.06392,-0.557222,-0.725124,-0.404731,0.213,50.66,4.03817,-0.731786,2.10483,-0.209705,0.103279,-0.123134,-0.964466
50.67,4.0001,-0.71463,2.08358,-3.80781,1.62468,-1.06342,-0.198286,0.0982378,-0.120814,-0.967696,-0.552004,-0.713259,-0.462862,7.10957,-0.557244,-0.727072,-0.383006,0.213712,50.67,4.00006,-0.715479,2.09402,-0.211991,0.100317,-0.119325,-0.964758
50.68,3.96197,-0.698291,2.07277,-3.81729,1.6429,-1.097,-0.200626,0.095596,-0.117207,-0.967922,-0.553489,-0.717174,-0.440228,7.15778,-0.556747,-0.728261,-0.361693,0.212919,50.68,3.96185,-0.698988,2.08286,-0.21415,0.0973274,-0.115522,-0.96505
50.69,3.92375,-0.681773,2.06164,-3.82656,1.66072,-1.12996,-0.202854,0.0929228,-0.113599,-0.968148,-0.554413,-0.720317,-0.417968,7.20855,-0.555752,-0.728704,-0.340801,0.212399,50.69,3.92355,-0.682319,2.07136,-0.216186,0.0943139,-0.111728,-0.965342
50.7,3.88544,-0.665078,2.05018,-3.8356,1.67815,-1.16227,-0.204971,0.0902221,-0.109992,-0.968374,-0.554792,-0.722694,-0.396097,7.26185,-0.554277,-0.728419,-0.32034,0.213507,50.7,3.88516,-0.665474,2.05954,-0.218101,0.0912823,-0.107948,-0.965633
50.71,3.84704,-0.648211,2.0384,-3.84443,1.69517,-1.19392,-0.206979,0.0874979,-0.10639,-0.9686,-0.554646,-0.724317,-0.374624,7.31766,-0.552343,-0.727425,-0.300315,0.213694,50.71,3.84668,-0.64846,2.04739,-0.219897,0.0882379,-0.104184,-0.965922
50.72,3.80855,-0.631176,2.0263,-3.85302,1.71179,-1.22489,-0.20888,0.0847538,-0.102795,-0.968824,-0.553993,-0.725198,-0.353562,7.37596,-0.549971,-0.725742,-0.280733,0.212236,50.72,3.80812,-0.631279,2.03493,-0.221577,0.0851857,-0.10044,-0.966208
